,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,year,month,day_of_month,team_str
197,2015-01-12,Quarter2,finishing,Monday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,2015,1,12,9
198,2015-01-12,Quarter2,sweing,Monday,1,0.8,26.16,1099.0,8220,75,0.0,0,0,59.0,0.850522167,2015,1,12,1
199,2015-01-12,Quarter2,sweing,Monday,9,0.8,26.16,1093.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,12,9
200,2015-01-12,Quarter2,sweing,Monday,7,0.8,25.9,1031.0,10170,60,0.0,0,0,56.5,0.850136766,2015,1,12,7
201,2015-01-12,Quarter2,sweing,Monday,8,0.8,25.9,1233.0,10170,60,0.0,0,0,56.5,0.850136766,2015,1,12,8
202,2015-01-12,Quarter2,finishing,Monday,6,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.817424242,2015,1,12,6
203,2015-01-12,Quarter2,finishing,Monday,5,0.65,4.15,0.0,1440,0,0.0,0,0,8.0,0.809564394,2015,1,12,5
204,2015-01-12,Quarter2,sweing,Monday,3,0.8,19.87,941.0,9900,0,0.0,0,0,55.0,0.800273829,2015,1,12,3
205,2015-01-12,Quarter2,sweing,Monday,6,0.8,11.41,843.0,5670,50,0.0,0,0,31.5,0.800181818,2015,1,12,6
206,2015-01-12,Quarter2,sweing,Monday,12,0.8,11.61,760.0,4470,50,0.0,0,0,31.5,0.80007657,2015,1,12,12
207,2015-01-12,Quarter2,sweing,Monday,2,0.8,28.08,737.0,10530,63,0.0,0,0,58.5,0.8,2015,1,12,2
208,2015-01-12,Quarter2,finishing,Monday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.725,2015,1,12,8
209,2015-01-12,Quarter2,sweing,Monday,10,0.8,50.48,381.0,6930,45,0.0,0,0,58.5,0.688557555,2015,1,12,10
210,2015-01-12,Quarter2,sweing,Monday,5,0.65,20.79,1141.0,8460,0,0.0,0,0,59.0,0.650040783,2015,1,12,5
211,2015-01-12,Quarter2,sweing,Monday,11,0.65,12.52,1004.0,9540,44,0.0,0,0,53.0,0.64998056,2015,1,12,11
212,2015-01-12,Quarter2,finishing,Monday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.648106061,2015,1,12,7
213,2015-01-12,Quarter2,finishing,Monday,11,0.8,4.15,0.0,1440,0,0.0,0,0,8.0,0.640577652,2015,1,12,11
214,2015-01-12,Quarter2,sweing,Monday,4,0.35,22.4,581.0,7350,0,0.0,0,0,51.5,0.35063299,2015,1,12,4
215,2015-01-12,Quarter2,finishing,Monday,10,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.24625,2015,1,12,10
216,2015-01-13,Quarter2,finishing,Tuesday,4,0.35,4.3,0.0,2160,0,0.0,0,0,12.0,0.952020202,2015,1,13,4
217,2015-01-13,Quarter2,finishing,Tuesday,1,0.8,3.94,0.0,1440,0,0.0,0,0,2.0,0.951420455,2015,1,13,1
218,2015-01-13,Quarter2,finishing,Tuesday,10,0.8,3.94,0.0,5400,0,0.0,0,0,20.0,0.912766667,2015,1,13,10
219,2015-01-13,Quarter2,finishing,Tuesday,3,0.8,4.15,0.0,1620,0,0.0,0,0,9.0,0.901262626,2015,1,13,3
220,2015-01-13,Quarter2,finishing,Tuesday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,2015,1,13,9
221,2015-01-13,Quarter2,sweing,Tuesday,1,0.8,26.16,1073.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,13,1
222,2015-01-13,Quarter2,sweing,Tuesday,9,0.8,26.16,1156.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,13,9
223,2015-01-13,Quarter2,sweing,Tuesday,8,0.8,25.9,1211.0,10260,60,0.0,0,0,57.0,0.850252525,2015,1,13,8
224,2015-01-13,Quarter2,sweing,Tuesday,7,0.8,25.9,1126.0,10170,60,0.0,0,0,56.5,0.850136766,2015,1,13,7
225,2015-01-13,Quarter2,finishing,Tuesday,5,0.65,4.15,0.0,1440,0,0.0,0,0,8.0,0.821354167,2015,1,13,5
226,2015-01-13,Quarter2,finishing,Tuesday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.805909091,2015,1,13,2
227,2015-01-13,Quarter2,sweing,Tuesday,6,0.8,11.61,1004.0,5670,50,0.0,0,0,31.5,0.800246753,2015,1,13,6
228,2015-01-13,Quarter2,sweing,Tuesday,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.800246753,2015,1,13,12
229,2015-01-13,Quarter2,sweing,Tuesday,2,0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8,2015,1,13,2
230,2015-01-13,Quarter2,sweing,Tuesday,3,0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705576584,2015,1,13,3
231,2015-01-13,Quarter2,finishing,Tuesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.681060606,2015,1,13,8
232,2015-01-13,Quarter2,finishing,Tuesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.670075758,2015,1,13,7
233,2015-01-13,Quarter2,finishing,Tuesday,11,0.8,4.15,0.0,1440,0,0.0,0,0,8.0,0.601278409,2015,1,13,11
234,2015-01-13,Quarter2,sweing,Tuesday,11,0.7,27.13,530.0,9540,37,0.0,0,0,53.0,0.582301029,2015,1,13,11
235,2015-01-13,Quarter2,sweing,Tuesday,5,0.7,20.79,1297.0,10440,0,0.0,0,0,58.0,0.526810345,2015,1,13,5
236,2015-01-13,Quarter2,sweing,Tuesday,4,0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500380799,2015,1,13,4
237,2015-01-13,Quarter2,sweing,Tuesday,10,0.35,22.4,715.0,10170,23,0.0,0,0,56.5,0.35020649,2015,1,13,10
238,2015-01-14,Quarter2,finishing,Wednesday,11,0.8,4.15,0.0,1980,0,0.0,0,0,7.0,0.934607438,2015,1,14,11
239,2015-01-14,Quarter2,finishing,Wednesday,4,0.35,4.3,0.0,2700,0,0.0,0,0,8.0,0.908080808,2015,1,14,4
240,2015-01-14,Quarter2,sweing,Wednesday,7,0.8,25.9,1150.0,10170,70,0.0,0,0,56.5,0.900144811,2015,1,14,7
241,2015-01-14,Quarter2,finishing,Wednesday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.891723485,2015,1,14,1
242,2015-01-14,Quarter2,finishing,Wednesday,5,0.65,4.15,0.0,1440,0,0.0,0,0,15.0,0.864583333,2015,1,14,5
243,2015-01-14,Quarter2,finishing,Wednesday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,2015,1,14,9
244,2015-01-14,Quarter2,sweing,Wednesday,9,0.8,26.16,1232.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,14,9
245,2015-01-14,Quarter2,sweing,Wednesday,8,0.8,25.9,1218.0,10170,60,0.0,0,0,56.5,0.850136766,2015,1,14,8
246,2015-01-14,Quarter2,finishing,Wednesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.837594697,2015,1,14,7
247,2015-01-14,Quarter2,finishing,Wednesday,3,0.8,4.15,0.0,1440,0,0.0,0,0,7.0,0.820833333,2015,1,14,3
248,2015-01-14,Quarter2,sweing,Wednesday,12,0.8,11.61,1159.0,2970,50,0.0,0,0,31.5,0.800313433,2015,1,14,12
249,2015-01-14,Quarter2,sweing,Wednesday,6,0.8,11.61,972.0,5670,38,0.0,0,0,31.5,0.800246753,2015,1,14,6
250,2015-01-14,Quarter2,sweing,Wednesday,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59.0,0.800117103,2015,1,14,1
251,2015-01-14,Quarter2,sweing,Wednesday,5,0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700095563,2015,1,14,5
252,2015-01-14,Quarter2,finishing,Wednesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.667329545,2015,1,14,8
253,2015-01-14,Quarter2,sweing,Wednesday,4,0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.600369686,2015,1,14,4
254,2015-01-14,Quarter2,sweing,Wednesday,10,0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.499980334,2015,1,14,10
255,2015-01-14,Quarter2,sweing,Wednesday,11,0.35,14.61,838.0,7200,23,0.0,0,0,55.0,0.35003125,2015,1,14,11
256,2015-01-14,Quarter2,finishing,Wednesday,10,0.8,3.94,0.0,1260,0,0.0,0,0,8.0,0.332359307,2015,1,14,10
257,2015-01-14,Quarter2,sweing,Wednesday,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207464,2015,1,14,2
258,2015-01-14,Quarter2,finishing,Wednesday,2,0.8,3.94,0.0,1260,0,0.0,0,0,8.0,0.247316017,2015,1,14,2
259,2015-01-15,Quarter3,finishing,Thursday,4,0.35,4.3,0.0,3600,0,0.0,0,0,20.0,0.988636364,2015,1,15,4
260,2015-01-15,Quarter3,finishing,Thursday,10,0.8,3.94,0.0,3420,0,0.0,0,0,19.0,0.953110048,2015,1,15,10
261,2015-01-15,Quarter3,finishing,Thursday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.884261364,2015,1,15,1
262,2015-01-15,Quarter3,finishing,Thursday,5,0.65,4.15,0.0,1440,0,0.0,0,0,8.0,0.860653409,2015,1,15,5
263,2015-01-15,Quarter3,finishing,Thursday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,2015,1,15,9
264,2015-01-15,Quarter3,sweing,Thursday,1,0.8,26.16,1160.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,15,1
265,2015-01-15,Quarter3,sweing,Thursday,8,0.8,25.9,1177.0,8970,60,0.0,0,0,56.5,0.850415628,2015,1,15,8
266,2015-01-15,Quarter3,sweing,Thursday,7,0.8,25.9,1281.0,10170,60,0.0,0,0,56.5,0.850136766,2015,1,15,7
267,2015-01-15,Quarter3,sweing,Thursday,9,0.8,26.16,1369.0,10620,63,0.0,0,0,59.0,0.800117103,2015,1,15,9
268,2015-01-15,Quarter3,sweing,Thursday,6,0.8,11.61,1084.0,4950,38,0.0,0,0,31.5,0.80003139,2015,1,15,6
269,2015-01-15,Quarter3,sweing,Thursday,12,0.8,11.61,1216.0,4950,50,0.0,0,0,31.5,0.80003139,2015,1,15,12
270,2015-01-15,Quarter3,sweing,Thursday,5,0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.700060345,2015,1,15,5
271,2015-01-15,Quarter3,finishing,Thursday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.689299242,2015,1,15,7
272,2015-01-15,Quarter3,sweing,Thursday,3,0.5,22.52,1102.0,10170,30,0.0,0,0,56.5,0.660683293,2015,1,15,3
273,2015-01-15,Quarter3,sweing,Thursday,4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952,2015,1,15,4
274,2015-01-15,Quarter3,finishing,Thursday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.606912879,2015,1,15,8
275,2015-01-15,Quarter3,sweing,Thursday,10,0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600291767,2015,1,15,10
276,2015-01-15,Quarter3,sweing,Thursday,11,0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025069,2015,1,15,11
277,2015-01-15,Quarter3,sweing,Thursday,2,0.5,22.94,1044.0,9810,23,0.0,0,0,54.5,0.499998888,2015,1,15,2
278,2015-01-17,Quarter3,finishing,Saturday,5,0.65,4.15,0.0,2700,0,0.0,0,0,15.0,0.98719697,2015,1,17,5
279,2015-01-17,Quarter3,finishing,Saturday,2,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.980909091,2015,1,17,2
280,2015-01-17,Quarter3,finishing,Saturday,10,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.974621212,2015,1,17,10
281,2015-01-17,Quarter3,finishing,Saturday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.884261364,2015,1,17,1
282,2015-01-17,Quarter3,finishing,Saturday,9,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.82680303,2015,1,17,9
283,2015-01-17,Quarter3,sweing,Saturday,6,0.8,11.41,1067.0,5490,63,0.0,0,0,30.5,0.800343766,2015,1,17,6
284,2015-01-17,Quarter3,sweing,Saturday,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.800246753,2015,1,17,12
285,2015-01-17,Quarter3,sweing,Saturday,7,0.8,25.9,1396.0,10170,50,0.0,0,0,56.5,0.800128721,2015,1,17,7
286,2015-01-17,Quarter3,sweing,Saturday,8,0.8,25.9,1292.0,10170,50,0.0,0,0,56.5,0.800128721,2015,1,17,8
287,2015-01-17,Quarter3,sweing,Saturday,1,0.8,48.68,171.0,10620,63,0.0,0,0,59.0,0.800117103,2015,1,17,1
288,2015-01-17,Quarter3,sweing,Saturday,9,0.8,26.16,1128.0,10620,63,0.0,0,0,59.0,0.800117103,2015,1,17,9
289,2015-01-17,Quarter3,sweing,Saturday,2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398,2015,1,17,2
290,2015-01-17,Quarter3,sweing,Saturday,4,0.7,22.52,825.0,10170,50,0.0,0,0,56.5,0.7005417,2015,1,17,4
291,2015-01-17,Quarter3,finishing,Saturday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.675568182,2015,1,17,8
292,2015-01-17,Quarter3,finishing,Saturday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.661837121,2015,1,17,7
293,2015-01-17,Quarter3,sweing,Saturday,10,0.65,22.52,1163.0,9720,35,0.0,0,0,54.0,0.650198653,2015,1,17,10
294,2015-01-17,Quarter3,sweing,Saturday,3,0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600291767,2015,1,17,3
295,2015-01-17,Quarter3,sweing,Saturday,11,0.6,14.89,1027.0,10080,38,0.0,0,0,56.0,0.600273268,2015,1,17,11
296,2015-01-17,Quarter3,finishing,Saturday,6,0.8,2.9,0.0,900,0,0.0,0,0,5.0,0.465757576,2015,1,17,6
297,2015-01-17,Quarter3,sweing,Saturday,5,0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452012539,2015,1,17,5
298,2015-01-17,Quarter3,finishing,Saturday,11,0.8,4.15,0.0,1260,0,0.0,0,0,7.0,0.313852814,2015,1,17,11
299,2015-01-18,Quarter3,finishing,Sunday,5,0.6,4.15,0.0,1440,0,0.0,0,0,8.0,0.852793561,2015,1,18,5
300,2015-01-18,Quarter3,finishing,Sunday,11,0.65,4.15,0.0,2160,0,0.0,0,0,12.0,0.838383838,2015,1,18,11
301,2015-01-18,Quarter3,finishing,Sunday,6,0.8,2.9,0.0,1800,0,0.0,0,0,10.0,0.804848485,2015,1,18,6
302,2015-01-18,Quarter3,sweing,Sunday,6,0.8,11.41,1140.0,5490,63,0.0,0,0,30.5,0.800343766,2015,1,18,6
303,2015-01-18,Quarter3,sweing,Sunday,7,0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800128721,2015,1,18,7
304,2015-01-18,Quarter3,sweing,Sunday,8,0.8,25.9,1288.0,10170,38,0.0,0,0,56.5,0.800128721,2015,1,18,8
305,2015-01-18,Quarter3,sweing,Sunday,9,0.8,26.16,1381.0,3660,50,0.0,0,0,59.0,0.800015009,2015,1,18,9
306,2015-01-18,Quarter3,sweing,Sunday,4,0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.7005417,2015,1,18,4
307,2015-01-18,Quarter3,sweing,Sunday,10,0.7,22.52,1002.0,10080,40,0.0,0,0,56.0,0.700094156,2015,1,18,10
308,2015-01-18,Quarter3,finishing,Sunday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.692045455,2015,1,18,7
309,2015-01-18,Quarter3,sweing,Sunday,12,0.8,26.87,585.0,5670,56,0.0,0,0,31.5,0.662255892,2015,1,18,12
310,2015-01-18,Quarter3,sweing,Sunday,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650416734,2015,1,18,3
311,2015-01-18,Quarter3,sweing,Sunday,11,0.65,14.89,1140.0,10260,44,0.0,0,0,57.0,0.650299575,2015,1,18,11
312,2015-01-18,Quarter3,sweing,Sunday,2,0.65,22.94,1025.0,10170,26,0.0,0,0,56.5,0.650243497,2015,1,18,2
313,2015-01-18,Quarter3,finishing,Sunday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.639867424,2015,1,18,8
314,2015-01-18,Quarter3,sweing,Sunday,5,0.6,20.4,1031.0,10440,30,0.0,0,0,58.0,0.600062696,2015,1,18,5
315,2015-01-18,Quarter3,finishing,Sunday,9,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.582045455,2015,1,18,9
316,2015-01-18,Quarter3,sweing,Sunday,1,0.8,49.1,1381.0,10350,24,0.0,0,0,57.5,0.403242161,2015,1,18,1
317,2015-01-18,Quarter3,finishing,Sunday,10,0.7,3.94,0.0,1440,0,0.0,0,0,8.0,0.235795455,2015,1,18,10
318,2015-01-19,Quarter3,finishing,Monday,4,0.7,4.3,0.0,5040,0,0.0,0,0,28.0,0.977272727,2015,1,19,4
319,2015-01-19,Quarter3,finishing,Monday,9,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.964106061,2015,1,19,9
320,2015-01-19,Quarter3,finishing,Monday,5,0.65,4.15,0.0,1440,0,0.0,0,0,8.0,0.958901515,2015,1,19,5
321,2015-01-19,Quarter3,sweing,Monday,6,0.8,11.41,1028.0,4380,50,0.0,0,0,31.0,0.800358775,2015,1,19,6
322,2015-01-19,Quarter3,sweing,Monday,8,0.8,25.9,1380.0,3630,50,0.0,0,0,56.5,0.800162602,2015,1,19,8
323,2015-01-19,Quarter3,sweing,Monday,9,0.8,26.16,1196.0,10620,63,0.0,0,0,59.0,0.800117103,2015,1,19,9
324,2015-01-19,Quarter3,finishing,Monday,12,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.793844697,2015,1,19,12
325,2015-01-19,Quarter3,sweing,Monday,2,0.7,22.94,1006.0,10170,38,0.0,0,0,56.5,0.750517565,2015,1,19,2
326,2015-01-19,Quarter3,sweing,Monday,4,0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068049,2015,1,19,4
327,2015-01-19,Quarter3,sweing,Monday,3,0.7,22.52,1095.0,10170,50,0.0,0,0,56.5,0.750062751,2015,1,19,3
328,2015-01-19,Quarter3,sweing,Monday,10,0.7,22.52,938.0,10080,63,0.0,0,0,56.0,0.750057359,2015,1,19,10
329,2015-01-19,Quarter3,sweing,Monday,11,0.7,14.89,1484.0,10260,50,0.0,0,0,57.0,0.700170388,2015,1,19,11
330,2015-01-19,Quarter3,finishing,Monday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.683806818,2015,1,19,8
331,2015-01-19,Quarter3,sweing,Monday,5,0.65,20.4,1255.0,8280,35,0.0,0,0,58.0,0.650066445,2015,1,19,5
332,2015-01-19,Quarter3,sweing,Monday,7,0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.576460393,2015,1,19,7
333,2015-01-19,Quarter3,sweing,Monday,1,0.5,22.94,1492.0,10170,30,0.0,0,0,56.5,0.549969429,2015,1,19,1
334,2015-01-19,Quarter3,finishing,Monday,10,0.7,3.94,0.0,1440,0,0.0,0,0,8.0,0.538399621,2015,1,19,10
335,2015-01-19,Quarter3,finishing,Monday,11,0.7,4.15,0.0,1440,0,0.0,0,0,8.0,0.409545455,2015,1,19,11
336,2015-01-19,Quarter3,sweing,Monday,12,0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.35021836,2015,1,19,12
337,2015-01-20,Quarter3,finishing,Tuesday,5,0.7,4.15,0.0,1440,0,0.0,0,0,8.0,1.033570076,2015,1,20,5
338,2015-01-20,Quarter3,sweing,Tuesday,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.800261486,2015,1,20,6
339,2015-01-20,Quarter3,sweing,Tuesday,8,0.8,25.9,1434.0,10170,50,0.0,0,0,56.5,0.800128721,2015,1,20,8
340,2015-01-20,Quarter3,sweing,Tuesday,9,0.8,26.16,399.0,10620,63,0.0,0,0,59.0,0.800117103,2015,1,20,9
341,2015-01-20,Quarter3,sweing,Tuesday,4,0.7,22.52,983.0,10260,63,0.0,0,0,57.0,0.750068049,2015,1,20,4
342,2015-01-20,Quarter3,sweing,Tuesday,10,0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057359,2015,1,20,10
343,2015-01-20,Quarter3,sweing,Tuesday,3,0.7,22.52,1134.0,8460,50,0.0,0,0,57.0,0.750037968,2015,1,20,3
344,2015-01-20,Quarter3,sweing,Tuesday,2,0.7,22.94,1363.0,10260,50,0.0,0,0,57.0,0.750031898,2015,1,20,2
345,2015-01-20,Quarter3,finishing,Tuesday,9,0.8,3.94,0.0,1800,0,0.0,0,0,10.0,0.72830303,2015,1,20,9
346,2015-01-20,Quarter3,sweing,Tuesday,11,0.7,14.89,1501.0,10260,50,0.0,0,0,57.0,0.700170388,2015,1,20,11
347,2015-01-20,Quarter3,sweing,Tuesday,5,0.7,20.4,1352.0,10260,50,0.0,0,0,57.0,0.700063796,2015,1,20,5
348,2015-01-20,Quarter3,finishing,Tuesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.639867424,2015,1,20,8
349,2015-01-20,Quarter3,sweing,Tuesday,12,0.5,15.26,1352.0,3720,23,0.0,0,0,34.0,0.500290419,2015,1,20,12
350,2015-01-20,Quarter3,sweing,Tuesday,7,0.35,22.94,1450.0,10080,30,0.0,0,0,56.0,0.400332792,2015,1,20,7
351,2015-01-20,Quarter3,finishing,Tuesday,11,0.7,4.15,0.0,2700,0,0.0,0,0,15.0,0.362666667,2015,1,20,11
352,2015-01-21,Quarter3,finishing,Wednesday,4,0.75,4.3,0.0,6000,0,0.0,0,0,20.0,0.978525641,2015,1,21,4
353,2015-01-21,Quarter3,finishing,Wednesday,2,0.7,3.94,0.0,5100,0,0.0,0,0,17.0,0.912202112,2015,1,21,2
354,2015-01-21,Quarter3,sweing,Wednesday,4,0.75,22.52,825.0,10080,94,0.0,0,0,56.0,0.900556277,2015,1,21,4
355,2015-01-21,Quarter3,sweing,Wednesday,6,0.8,11.61,916.0,5760,75,0.0,0,0,89.0,0.850410511,2015,1,21,6
356,2015-01-21,Quarter3,finishing,Wednesday,9,0.8,3.94,0.0,2400,0,0.0,0,0,8.0,0.827147436,2015,1,21,9
357,2015-01-21,Quarter3,sweing,Wednesday,8,0.8,25.9,562.0,7470,38,0.0,0,0,56.5,0.800436542,2015,1,21,8
358,2015-01-21,Quarter3,sweing,Wednesday,2,0.7,22.94,1422.0,10500,60,0.0,0,0,57.0,0.800415742,2015,1,21,2
359,2015-01-21,Quarter3,sweing,Wednesday,10,0.7,22.52,1206.0,10080,75,0.0,0,0,56.0,0.800020563,2015,1,21,10
360,2015-01-21,Quarter3,finishing,Wednesday,5,0.7,4.15,0.0,2400,0,0.0,0,0,8.0,0.758173077,2015,1,21,5
361,2015-01-21,Quarter3,sweing,Wednesday,5,0.7,20.4,1404.0,10440,50,0.0,0,0,58.0,0.750344828,2015,1,21,5
362,2015-01-21,Quarter3,sweing,Wednesday,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068049,2015,1,21,3
363,2015-01-21,Quarter3,sweing,Wednesday,11,0.7,14.89,1735.0,10260,50,0.0,0,0,57.0,0.700170388,2015,1,21,11
364,2015-01-21,Quarter3,sweing,Wednesday,1,0.65,22.94,1595.0,10260,34,0.0,0,0,57.0,0.700029771,2015,1,21,1
365,2015-01-21,Quarter3,sweing,Wednesday,12,0.6,15.26,1245.0,6360,23,0.0,0,0,34.0,0.60017284,2015,1,21,12
366,2015-01-21,Quarter3,finishing,Wednesday,8,0.8,2.9,0.0,2400,0,0.0,0,0,8.0,0.594871795,2015,1,21,8
367,2015-01-21,Quarter3,sweing,Wednesday,9,0.8,54.56,757.0,4140,29,0.0,0,0,58.0,0.520237649,2015,1,21,9
368,2015-01-21,Quarter3,finishing,Wednesday,1,0.65,3.94,0.0,2400,0,0.0,0,0,8.0,0.505128205,2015,1,21,1
369,2015-01-21,Quarter3,sweing,Wednesday,7,0.5,22.52,1720.0,10080,23,0.0,0,0,56.0,0.500241342,2015,1,21,7
370,2015-01-21,Quarter3,finishing,Wednesday,11,0.7,4.15,0.0,2700,0,0.0,0,0,9.0,0.470769231,2015,1,21,11
371,2015-01-22,Quarter4,finishing,Thursday,7,0.6,3.94,0.0,6000,0,0.0,0,0,10.0,0.957638889,2015,1,22,7
372,2015-01-22,Quarter4,finishing,Thursday,10,0.75,3.94,0.0,8400,0,0.0,0,0,14.0,0.940701058,2015,1,22,10
373,2015-01-22,Quarter4,sweing,Thursday,4,0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.849983766,2015,1,22,4
374,2015-01-22,Quarter4,sweing,Thursday,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57.0,0.800302791,2015,1,22,2
375,2015-01-22,Quarter4,sweing,Thursday,6,0.8,11.61,955.0,6360,63,0.0,0,0,32.0,0.800191989,2015,1,22,6
376,2015-01-22,Quarter4,sweing,Thursday,10,0.75,22.52,1328.0,10080,55,0.0,0,0,56.0,0.800020563,2015,1,22,10
377,2015-01-22,Quarter4,sweing,Thursday,1,0.7,22.94,1384.0,12180,63,0.0,0,0,57.0,0.750162367,2015,1,22,1
378,2015-01-22,Quarter4,sweing,Thursday,3,0.7,22.52,1244.0,10260,63,0.0,0,0,57.0,0.750068049,2015,1,22,3
379,2015-01-22,Quarter4,finishing,Thursday,5,0.7,4.15,0.0,9000,0,0.0,0,0,15.0,0.742901235,2015,1,22,5
380,2015-01-22,Quarter4,sweing,Thursday,5,0.7,20.4,1480.0,10440,40,0.0,0,0,58.0,0.700250784,2015,1,22,5
381,2015-01-22,Quarter4,sweing,Thursday,11,0.7,14.89,1863.0,10260,50,0.0,0,0,57.0,0.700170388,2015,1,22,11
382,2015-01-22,Quarter4,finishing,Thursday,4,0.75,4.3,0.0,9000,0,0.0,0,0,15.0,0.670216049,2015,1,22,4
383,2015-01-22,Quarter4,finishing,Thursday,1,0.7,3.94,0.0,15000,0,0.0,0,0,25.0,0.649662222,2015,1,22,1
384,2015-01-22,Quarter4,finishing,Thursday,2,0.7,3.94,0.0,15000,0,0.0,0,0,25.0,0.649662222,2015,1,22,2
385,2015-01-22,Quarter4,finishing,Thursday,6,0.8,2.9,0.0,4800,0,0.0,0,0,8.0,0.626822917,2015,1,22,6
386,2015-01-22,Quarter4,sweing,Thursday,12,0.6,15.26,1492.0,6960,23,0.0,0,0,34.0,0.600436426,2015,1,22,12
387,2015-01-22,Quarter4,sweing,Thursday,7,0.6,22.52,1859.0,10260,23,0.0,0,0,57.0,0.60041361,2015,1,22,7
388,2015-01-22,Quarter4,sweing,Thursday,8,0.8,40.99,980.0,10770,30,0.0,0,0,56.5,0.555500132,2015,1,22,8
389,2015-01-22,Quarter4,sweing,Thursday,9,0.5,29.12,970.0,10440,30,0.0,0,0,58.0,0.500547544,2015,1,22,9
390,2015-01-22,Quarter4,finishing,Thursday,3,0.7,3.94,0.0,12000,0,0.0,0,0,20.0,0.460578704,2015,1,22,3
391,2015-01-22,Quarter4,finishing,Thursday,8,0.8,2.9,0.0,4800,0,0.0,0,0,8.0,0.397743056,2015,1,22,8
392,2015-01-22,Quarter4,finishing,Thursday,12,0.6,4.08,0.0,5400,0,0.0,0,0,9.0,0.327407407,2015,1,22,12
393,2015-01-24,Quarter4,finishing,Saturday,5,0.7,4.15,0.0,2700,0,0.0,0,0,15.0,0.966666667,2015,1,24,5
